#feid	gene_name	gene_id	pub_ref	pub_desc	organism_id	assay	molecule_assayed	stage	sex	anatomy	expression_uniquename	anatomy_desc	anatomy_id	start_stage_name	start_stage_id	end_stage_name	end_stage_id
125795	sgl	FBgn0261445	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval midgut interstitial cell	FBex0021096	embryonic/larval midgut interstitial cell	FBbt:00001888	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
125796	sgl	FBgn0261445	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval plasmatocyte	FBex0021171	embryonic/larval plasmatocyte	FBbt:00001685	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
125797	Shark	FBgn0015295	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021129	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125798	Shark	FBgn0015295	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021111	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125799	Shark	FBgn0015295	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021130	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125800	Shark	FBgn0015295	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021112	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125801	Shark	FBgn0015295	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021131	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125802	Shark	FBgn0015295	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021124	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125803	Shark	FBgn0015295	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	organism	FBex0021157	organism	FBbt:00000001	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
125804	Shark	FBgn0015295	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	organism	FBex0013120	organism	FBbt:00000001	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
125805	sima	FBgn0266411	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021111	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125806	sima	FBgn0266411	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021112	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125807	sima	FBgn0266411	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021124	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125808	sima	FBgn0266411	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	organism	FBex0013120	organism	FBbt:00000001	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
125809	sisA	FBgn0003411	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	yolk nucleus	FBex0021271	yolk nucleus	FBbt:00000057	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125810	sisA	FBgn0003411	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	yolk nucleus	FBex0021220	yolk nucleus	FBbt:00000057	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125811	sisA	FBgn0003411	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	yolk nucleus	FBex0021194	yolk nucleus	FBbt:00000057	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125812	sisA	FBgn0003411	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	yolk nucleus	FBex0021199	yolk nucleus	FBbt:00000057	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
125813	SkpA	FBgn0025637	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021111	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125814	SkpA	FBgn0025637	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	organism	FBex0021112	organism	FBbt:00000001	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125815	SkpA	FBgn0025637	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	organism	FBex0021124	organism	FBbt:00000001	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125816	SkpA	FBgn0025637	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	organism	FBex0013120	organism	FBbt:00000001	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
125817	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 6	not specified	antennal anlage in statu nascendi	FBex0020865	antennal anlage in statu nascendi	FBbt:00015252	embryonic stage 4	FBdv:00005306	embryonic stage 6	FBdv:00005318
125818	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 6	not specified	dorsal head epidermis anlage in statu nascendi	FBex0020861	dorsal head epidermis anlage in statu nascendi	FBbt:00015249	embryonic stage 4	FBdv:00005306	embryonic stage 6	FBdv:00005318
125819	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 6	not specified	visual anlage in statu nascendi	FBex0020851	visual anlage in statu nascendi	FBbt:00005425	embryonic stage 4	FBdv:00005306	embryonic stage 6	FBdv:00005318
125820	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	antennal anlage	FBex0021164	antennal anlage	FBbt:00015253	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125821	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	central brain anlage	FBex0021165	central brain anlage	FBbt:00015256	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125822	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	dorsal head epidermis anlage	FBex0021075	dorsal head epidermis anlage	FBbt:00015248	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125823	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	visual anlage	FBex0021166	visual anlage	FBbt:00005434	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125824	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	hypopharynx anlage	FBex0021242	hypopharynx anlage	FBbt:00005442	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125825	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	organism	FBex0021111	organism	FBbt:00000001	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125826	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	antennal primordium	FBex0021099	antennal primordium	FBbt:00005510	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125827	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	central brain primordium	FBex0021100	central brain primordium	FBbt:00005542	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125828	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	visual primordium	FBex0021101	visual primordium	FBbt:00001059	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125829	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	dorsal head epidermis primordium	FBex0021080	dorsal head epidermis primordium	FBbt:00015247	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125830	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	lateral head epidermis primordium	FBex0021102	lateral head epidermis primordium	FBbt:00014203	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125831	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	ventral head epidermis primordium	FBex0021103	ventral head epidermis primordium	FBbt:00015255	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125832	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	hindgut proper primordium	FBex0015839	hindgut proper primordium	FBbt:00000441	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125833	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	ventral nerve cord primordium	FBex0021145	ventral nerve cord primordium	FBbt:00005554	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125834	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	anterior midgut primordium	FBex0015899	anterior midgut primordium	FBbt:00000444	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125835	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	central brain primordium	FBex0021104	central brain primordium	FBbt:00005542	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125836	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	hindgut proper primordium	FBex0021121	hindgut proper primordium	FBbt:00000441	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125837	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	posterior midgut primordium	FBex0007507	posterior midgut primordium	FBbt:10005329	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125838	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	ventral nerve cord primordium	FBex0017681	ventral nerve cord primordium	FBbt:00005554	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125839	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic brain	FBex0018564	embryonic brain	FBbt:00001060	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
125840	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	embryonic/larval midgut	FBex0021073	embryonic/larval midgut	FBbt:00001882	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
125841	sktl	FBgn0016984	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 16	not specified	larval ventral nerve cord	FBex0010025	larval ventral nerve cord	FBbt:00001102	embryonic stage 13	FBdv:00005328	embryonic stage 16	FBdv:00005334
125842	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 6	not specified	antennal anlage in statu nascendi	FBex0020865	antennal anlage in statu nascendi	FBbt:00015252	embryonic stage 4	FBdv:00005306	embryonic stage 6	FBdv:00005318
125843	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 6	not specified	dorsal head epidermis anlage in statu nascendi	FBex0020861	dorsal head epidermis anlage in statu nascendi	FBbt:00015249	embryonic stage 4	FBdv:00005306	embryonic stage 6	FBdv:00005318
125844	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 6	not specified	visual anlage in statu nascendi	FBex0020851	visual anlage in statu nascendi	FBbt:00005425	embryonic stage 4	FBdv:00005306	embryonic stage 6	FBdv:00005318
125845	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	antennal anlage	FBex0021164	antennal anlage	FBbt:00015253	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125846	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	central brain anlage	FBex0021165	central brain anlage	FBbt:00015256	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125847	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	dorsal head epidermis anlage	FBex0021075	dorsal head epidermis anlage	FBbt:00015248	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125848	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	visual anlage	FBex0021166	visual anlage	FBbt:00005434	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125849	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	dorsal ectoderm	FBex0021094	dorsal ectoderm	FBbt:00000112	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125850	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	head mesoderm	FBex0021133	head mesoderm	FBbt:00000127	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125851	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	mesectoderm	FBex0021229	mesectoderm	FBbt:00000136	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125852	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	trunk mesoderm	FBex0021134	trunk mesoderm	FBbt:00000128	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125853	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	ventral ectoderm	FBex0021076	ventral ectoderm	FBbt:00005558	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125854	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 8	not specified	ventral nerve cord primordium	FBex0021167	ventral nerve cord primordium	FBbt:00005554	embryonic stage 7	FBdv:00005319	embryonic stage 8	FBdv:00005322
125855	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	antennal primordium	FBex0021099	antennal primordium	FBbt:00005510	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125856	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	crystal cell primordium	FBex0021260	crystal cell primordium	FBbt:00017007	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125857	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	dorsal ectoderm	FBex0021078	dorsal ectoderm	FBbt:00000112	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125858	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	foregut primordium	FBex0021168	foregut primordium	FBbt:00005535	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125859	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	mesectoderm	FBex0021252	mesectoderm	FBbt:00000136	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125860	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	trunk mesoderm	FBex0021138	trunk mesoderm	FBbt:00000128	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125861	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	ventral ectoderm	FBex0021095	ventral ectoderm	FBbt:00005558	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125862	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 9	not specified	ventral nerve cord primordium	FBex0021145	ventral nerve cord primordium	FBbt:00005554	embryonic stage 9	FBdv:00005323	embryonic stage 10	FBdv:00005324
125863	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	antennal primordium	FBex0021218	antennal primordium	FBbt:00005510	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125864	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	clypeo-labral primordium	FBex0021082	clypeo-labral primordium	FBbt:00005538	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125865	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	dorsal epidermis primordium	FBex0021083	dorsal epidermis primordium	FBbt:00005526	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125866	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	midline primordium	FBex0021230	midline primordium	FBbt:00005528	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
125867	slp1	FBgn0003430	FBrf0219073	Fisher et al., 2012, BDGP insitu homepage	1	in situ	RNA	embryonic stage 12	not specified	procrystal cell	FBex0021169	procrystal cell	FBbt:00001689	embryonic stage 11	FBdv:00005325	embryonic stage 12	FBdv:00005327
